,date,time,latitude,longitude,type,depth,depth_error,depth_seismic_stations,magnitude,magnitude_type,magnitude_error,magnitude_seismic_stations,azimuthal_gap,horizontal_distance,horizontal_error,root_mean_square,id,source,location_source,magnitude_source,status,geocode_data,city,country,latlng,year
748,7/13/2009,10:52:20,-9.139,119.32,Earthquake,65.0,,212.0,5.9,MWC,,,34.2,,,1.02,USP000GZ6X,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"-9.139,119.32",2009
749,7/13/2009,18:05:01,24.055999999999997,122.20100000000001,Earthquake,17.0,,256.0,6.3,MWC,,,22.2,,,1.04,USP000GZ7C,US,US,GCMT,Reviewed,{},,,"24.056,122.201",2009
750,7/14/2009,18:38:09,-21.822,-67.087,Earthquake,175.6,3.0,251.0,5.7,MWC,,,25.9,,,0.87,USP000GZ83,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Sur Lípez', 'short_name': 'Sur Lípez', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Potosi Department', 'short_name': 'Potosi Department', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Bolivia', 'short_name': 'BO', 'types': ['country', 'political']}], 'formatted_address': 'Sur Lípez, Bolivia', 'geometry': {'bounds': {'northeast': {'lat': -21.2906539, 'lng': -66.2118526}, 'southwest': {'lat': -22.8951531, 'lng': -68.0163574}}, 'location': {'lat': -22.26983, 'lng': -67.1894488}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -21.2906539, 'lng': -66.2118526}, 'southwest': {'lat': -22.8951531, 'lng': -68.0163574}}}, 'place_id': 'ChIJ_-IE_uDpAZQR63pVMKMWGtk', 'types': ['administrative_area_level_2', 'political']}",Sur Lípez,Bolivia,"-21.822,-67.087",2009
751,7/15/2009,9:22:29,-45.762,166.562,Earthquake,12.0,,434.0,7.8,MWC,,,16.8,,,,USP000GZ8J,US,WEL,GCMT,Reviewed,"{'address_components': [{'long_name': '9691', 'short_name': '9691', 'types': ['postal_code']}, {'long_name': 'Southland', 'short_name': 'Southland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}], 'formatted_address': 'Southland 9691, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -45.3293648, 'lng': 167.8078696}, 'southwest': {'lat': -46.2672659, 'lng': 166.4196894}}, 'location': {'lat': -45.9313209, 'lng': 167.033138}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -45.3293648, 'lng': 167.8078696}, 'southwest': {'lat': -46.2672659, 'lng': 166.4196894}}}, 'place_id': 'ChIJ0bv5LOxn0akRWY_4QtqT9ys', 'types': ['postal_code']}",Southland,New Zealand,"-45.762,166.562",2009
752,7/15/2009,9:41:54,-46.036,165.937,Earthquake,12.0,,194.0,5.7,MB,,28.0,17.3,,,,USP000GZ8P,US,WEL,US,Reviewed,{},,,"-46.036,165.937",2009
753,7/15/2009,20:10:43,-3.375,150.506,Earthquake,13.4,16.2,156.0,6.1,MWC,,,21.9,,,1.05,USP000GZ9K,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Papua New Guinea', 'short_name': 'PG', 'types': ['country', 'political']}], 'formatted_address': 'Papua New Guinea', 'geometry': {'bounds': {'northeast': {'lat': -0.6702, 'lng': 159.9609001}, 'southwest': {'lat': -12.0823, 'lng': 140.8419695}}, 'location': {'lat': -6.314992999999999, 'lng': 143.95555}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -0.6702, 'lng': 159.9609001}, 'southwest': {'lat': -12.0823, 'lng': 140.8419695}}}, 'place_id': 'ChIJr54Ov6_oWWgRehKcjg3l8No', 'types': ['country', 'political']}",,Papua New Guinea,"-3.375,150.506",2009
754,7/16/2009,17:59:36,-17.534000000000002,167.72099999999998,Earthquake,10.0,,81.0,5.8,MWB,,,51.6,,,1.09,USP000GZB6,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Vanuatu', 'short_name': 'VU', 'types': ['country', 'political']}], 'formatted_address': 'Vanuatu', 'geometry': {'bounds': {'northeast': {'lat': -12.8064449, 'lng': 170.5023193}, 'southwest': {'lat': -20.5350773, 'lng': 166.0583495}}, 'location': {'lat': -15.376706, 'lng': 166.959158}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -12.8064449, 'lng': 170.5023193}, 'southwest': {'lat': -20.5350773, 'lng': 166.0583495}}}, 'place_id': 'ChIJE2CSyF5giW4RaibQvs85gzQ', 'types': ['country', 'political']}",,Vanuatu,"-17.534,167.721",2009
755,7/16/2009,22:18:23,-46.196000000000005,166.13,Earthquake,30.4,9.4,139.0,5.7,MWC,,,55.6,,,1.05,USP000GZBE,US,US,GCMT,Reviewed,{},,,"-46.196,166.13",2009
756,7/16/2009,23:52:04,5.008,126.51100000000001,Earthquake,59.2,7.6,107.0,5.6,MWC,,,61.2,,,0.87,USP000GZBH,US,US,GCMT,Reviewed,{},,,"5.008,126.511",2009
757,7/17/2009,3:20:29,-21.773000000000003,-175.075,Earthquake,19.1,19.8,169.0,5.7,MWC,,,55.4,,,0.81,USP000GZBV,US,US,US,Reviewed,{},,,"-21.773,-175.075",2009
758,7/20/2009,15:19:48,2.301,126.94,Earthquake,35.0,,99.0,5.5,MWC,,,33.4,,,1.05,USP000GZFV,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"2.301,126.94",2009
759,7/24/2009,3:11:57,31.158,85.902,Earthquake,13.4,,199.0,5.8,MWC,,,20.5,,,0.92,USP000GZJS,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Cuoqin Xian', 'short_name': 'Cuoqin Xian', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Ali Diqu', 'short_name': 'Ali Diqu', 'types': ['locality', 'political']}, {'long_name': 'Xizang Zizhiqu', 'short_name': 'Xizang Zizhiqu', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'China', 'short_name': 'CN', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Cuoqin Xian, Ali Diqu, Xizang Zizhiqu, China', 'geometry': {'bounds': {'northeast': {'lat': 31.1762817, 'lng': 85.9150811}, 'southwest': {'lat': 31.160832, 'lng': 85.8730284}}, 'location': {'lat': 31.1693249, 'lng': 85.89396909999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 31.1762817, 'lng': 85.9150811}, 'southwest': {'lat': 31.160832, 'lng': 85.8730284}}}, 'place_id': 'ChIJuTh6UllAxjkR4gGwCTibRHg', 'types': ['route']}",Ali Diqu,China,"31.158,85.902",2009
760,7/25/2009,1:42:24,-6.492000000000001,154.97299999999998,Earthquake,32.0,,337.0,5.9,MWC,,,14.4,,,0.98,USP000GZKN,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Papua New Guinea', 'short_name': 'PG', 'types': ['country', 'political']}], 'formatted_address': 'Papua New Guinea', 'geometry': {'bounds': {'northeast': {'lat': -0.6702, 'lng': 159.9609001}, 'southwest': {'lat': -12.0823, 'lng': 140.8419695}}, 'location': {'lat': -6.314992999999999, 'lng': 143.95555}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -0.6702, 'lng': 159.9609001}, 'southwest': {'lat': -12.0823, 'lng': 140.8419695}}}, 'place_id': 'ChIJr54Ov6_oWWgRehKcjg3l8No', 'types': ['country', 'political']}",,Papua New Guinea,"-6.492,154.973",2009
761,7/25/2009,1:43:41,59.29,-143.662,Earthquake,10.2,,241.0,5.6,MWC,,,71.8,,,,USP000GZKP,US,AEIC,GCMT,Reviewed,"{'address_components': [{'long_name': 'United States', 'short_name': 'US', 'types': ['country', 'political']}], 'formatted_address': 'United States', 'geometry': {'bounds': {'northeast': {'lat': 71.5388001, 'lng': -66.885417}, 'southwest': {'lat': 18.7763, 'lng': 170.5957}}, 'location': {'lat': 37.09024, 'lng': -95.712891}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 49.38, 'lng': -66.94}, 'southwest': {'lat': 25.82, 'lng': -124.39}}}, 'place_id': 'ChIJCzYy5IS16lQRQrfeQ5K5Oxw', 'types': ['country', 'political']}",,United States,"59.29,-143.662",2009
762,7/25/2009,19:03:21,-29.774,-177.69299999999998,Earthquake,35.0,,182.0,5.6,MWB,,,56.0,,,0.99,USP000GZMG,US,US,US,Reviewed,{},,,"-29.774,-177.693",2009
763,7/26/2009,23:01:31,-17.755,168.08900000000003,Earthquake,25.0,,182.0,5.8,MWC,,,29.1,,,0.94,USP000GZPQ,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': ""Devil's Point Road"", 'short_name': ""Devil's Point Rd"", 'types': ['route']}, {'long_name': 'Shefa Province', 'short_name': 'Shefa Province', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Vanuatu', 'short_name': 'VU', 'types': ['country', 'political']}], 'formatted_address': ""Devil's Point Rd, Vanuatu"", 'geometry': {'bounds': {'northeast': {'lat': -17.7253714, 'lng': 168.1993508}, 'southwest': {'lat': -17.7255042, 'lng': 168.1982778}}, 'location': {'lat': -17.7254264, 'lng': 168.1988131}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -17.72408881970849, 'lng': 168.2001632802915}, 'southwest': {'lat': -17.7267867802915, 'lng': 168.1974653197085}}}, 'place_id': 'ChIJn_dLh81YiW4RZLj7H0vUu-g', 'types': ['route']}",Shefa Province,Vanuatu,"-17.755,168.089",2009
764,7/26/2009,23:10:24,-4.811,102.895,Earthquake,40.0,,316.0,5.7,MWC,,,15.9,,,1.3,USP000GZPR,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"-4.811,102.895",2009
765,7/28/2009,8:43:45,-5.497000000000001,101.705,Earthquake,16.0,,224.0,5.6,MWC,,,26.7,,,1.02,USP000GZRH,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}], 'formatted_address': 'Indonesia', 'geometry': {'bounds': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}, 'location': {'lat': -0.789275, 'lng': 113.921327}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 6.216999899999999, 'lng': 141.0425}, 'southwest': {'lat': -11.1082999, 'lng': 94.7351}}}, 'place_id': 'ChIJtwRkSdcHTCwRhfStG-dNe-M', 'types': ['country', 'political']}",,Indonesia,"-5.497,101.705",2009
766,7/29/2009,14:52:08,22.572,143.263,Earthquake,140.1,,239.0,5.5,MWC,,,15.8,,,0.82,USP000GZSP,US,US,GCMT,Reviewed,{},,,"22.572,143.263",2009
767,7/29/2009,21:33:06,-5.132999999999999,152.629,Earthquake,43.4,7.1,104.0,5.5,MWC,,,28.6,,,0.74,USP000GZST,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Papua New Guinea', 'short_name': 'PG', 'types': ['country', 'political']}], 'formatted_address': 'Papua New Guinea', 'geometry': {'bounds': {'northeast': {'lat': -0.6702, 'lng': 159.9609001}, 'southwest': {'lat': -12.0823, 'lng': 140.8419695}}, 'location': {'lat': -6.314992999999999, 'lng': 143.95555}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -0.6702, 'lng': 159.9609001}, 'southwest': {'lat': -12.0823, 'lng': 140.8419695}}}, 'place_id': 'ChIJr54Ov6_oWWgRehKcjg3l8No', 'types': ['country', 'political']}",,Papua New Guinea,"-5.133,152.629",2009
768,7/30/2009,20:05:36,-20.849,-174.25599999999997,Earthquake,14.0,,237.0,5.8,MWC,,,23.8,,,0.89,USP000GZTS,US,US,US,Reviewed,{},,,"-20.849,-174.256",2009
769,7/31/2009,10:09:46,-56.504,-143.181,Earthquake,10.0,,44.0,5.7,MWB,,,36.5,,,1.07,USP000GZUY,US,US,US,Reviewed,{},,,"-56.504,-143.181",2009
770,8/1/2009,13:33:30,-56.233999999999995,-124.296,Earthquake,10.0,,66.0,6.1,MWC,,,35.8,,,1.13,USP000GZVZ,US,US,US,Reviewed,{},,,"-56.234,-124.296",2009
771,8/2/2009,8:54:33,-0.447,132.908,Earthquake,20.0,,223.0,6.1,MWC,,,13.8,,,0.88,USP000GZWU,US,US,US,Reviewed,{},,,"-0.447,132.908",2009
772,8/3/2009,17:55:23,28.904,-112.99700000000001,Earthquake,10.0,,122.0,5.5,MB,,38.0,52.7,,,1.36,USP000GZYA,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Mexico', 'short_name': 'MX', 'types': ['country', 'political']}], 'formatted_address': 'Mexico', 'geometry': {'bounds': {'northeast': {'lat': 32.7186534, 'lng': -86.5887}, 'southwest': {'lat': 14.3895, 'lng': -118.6523001}}, 'location': {'lat': 23.634501, 'lng': -102.552784}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 32.7186534, 'lng': -86.5887}, 'southwest': {'lat': 14.3895, 'lng': -118.6523001}}}, 'place_id': 'ChIJU1NoiDs6BIQREZgJa760ZO0', 'types': ['country', 'political']}",,Mexico,"28.904,-112.997",2009
773,8/3/2009,17:59:56,29.039,-112.90299999999999,Earthquake,10.0,,243.0,6.9,MWC,,,35.0,,,1.29,USP000GZYB,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Mexico', 'short_name': 'MX', 'types': ['country', 'political']}], 'formatted_address': 'Mexico', 'geometry': {'bounds': {'northeast': {'lat': 32.7186534, 'lng': -86.5887}, 'southwest': {'lat': 14.3895, 'lng': -118.6523001}}, 'location': {'lat': 23.634501, 'lng': -102.552784}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 32.7186534, 'lng': -86.5887}, 'southwest': {'lat': 14.3895, 'lng': -118.6523001}}}, 'place_id': 'ChIJU1NoiDs6BIQREZgJa760ZO0', 'types': ['country', 'political']}",,Mexico,"29.039,-112.903",2009
774,8/3/2009,18:40:50,29.31,-113.728,Earthquake,10.0,,234.0,6.2,MWC,,,48.0,,,1.28,USP000GZYF,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Ensenada', 'short_name': 'Ensenada', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Baja California', 'short_name': 'B.C.', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Mexico', 'short_name': 'MX', 'types': ['country', 'political']}], 'formatted_address': 'Ensenada, Baja California, Mexico', 'geometry': {'bounds': {'northeast': {'lat': 32.3862297, 'lng': -112.6542403}, 'southwest': {'lat': 27.9999998, 'lng': -118.4076495}}, 'location': {'lat': 31.8298811, 'lng': -116.5999866}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 32.3862297, 'lng': -112.6542403}, 'southwest': {'lat': 27.9999998, 'lng': -118.4076495}}}, 'place_id': 'ChIJUeETjgaO2IAR0C4VTh29XZ4', 'types': ['administrative_area_level_2', 'political']}",Ensenada,Mexico,"29.31,-113.728",2009
775,8/5/2009,0:17:59,24.233,125.095,Earthquake,25.0,,221.0,6.1,MWC,,,27.0,,,0.89,USP000GZZQ,US,US,US,Reviewed,{},,,"24.233,125.095",2009
776,8/5/2009,8:31:40,-45.553999999999995,166.356,Earthquake,10.0,,163.0,6.1,MWC,,,30.1,,,1.12,USP000H004,US,US,US,Reviewed,"{'address_components': [{'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}], 'formatted_address': 'New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -28.8773225, 'lng': -175.1235077}, 'southwest': {'lat': -52.7224663, 'lng': 165.7437641}}, 'location': {'lat': -40.900557, 'lng': 174.885971}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -28.8773225, 'lng': -175.1235077}, 'southwest': {'lat': -52.7224663, 'lng': 165.7437641}}}, 'place_id': 'ChIJh5Z3Fw4gLG0RM0dqdeIY1rE', 'types': ['country', 'political']}",,New Zealand,"-45.554,166.356",2009
777,8/5/2009,9:13:12,29.615,-113.789,Earthquake,10.0,,223.0,5.8,MWC,,,47.8,,,1.32,USP000H005,US,US,GCMT,Reviewed,{},,,"29.615,-113.789",2009
778,8/7/2009,17:34:15,-16.148,-177.75599999999997,Earthquake,10.0,,157.0,5.6,MWC,,,35.0,,,1.05,USP000H02K,US,US,GCMT,Reviewed,{},,,"-16.148,-177.756",2009
779,8/8/2009,21:53:05,-22.66,179.112,Earthquake,619.6,,170.0,5.5,MWC,,,35.4,,,0.87,USP000H041,US,US,GCMT,Reviewed,{},,,"-22.66,179.112",2009
780,8/9/2009,7:09:00,-4.62,153.187,Earthquake,49.0,,118.0,5.5,MWB,,,53.5,,,0.8,USP000H04C,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Maliom', 'short_name': 'Maliom', 'types': ['locality', 'political']}, {'long_name': 'New Ireland Province', 'short_name': 'New Ireland Province', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Papua New Guinea', 'short_name': 'PG', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Maliom, Papua New Guinea', 'geometry': {'bounds': {'northeast': {'lat': -4.648717, 'lng': 153.0144024}, 'southwest': {'lat': -4.6495095, 'lng': 153.0138927}}, 'location': {'lat': -4.649113300000001, 'lng': 153.0141476}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -4.647764269708498, 'lng': 153.0154965302915}, 'southwest': {'lat': -4.650462230291502, 'lng': 153.0127985697085}}}, 'place_id': 'ChIJ0eOWLwhQx2gR5h5KeRdwQmE', 'types': ['route']}",Maliom,Papua New Guinea,"-4.62,153.187",2009
781,8/9/2009,10:55:55,33.167,137.944,Earthquake,292.0,,447.0,7.1,MWC,,,14.2,,,0.91,USP000H04J,US,US,US,Reviewed,{},,,"33.167,137.944",2009
782,8/10/2009,4:06:31,-11.612,166.09,Earthquake,35.0,,251.0,6.6,MWC,,,29.1,,,1.29,USP000H054,US,US,US,Reviewed,{},,,"-11.612,166.09",2009
783,8/10/2009,17:46:24,-3.1310000000000002,143.19799999999998,Earthquake,10.0,,247.0,5.7,MWC,,,17.6,,,0.75,USP000H05T,US,US,GCMT,Reviewed,{},,,"-3.131,143.198",2009
784,8/10/2009,19:55:39,14.099,92.902,Earthquake,24.0,,303.0,7.5,MWC,,,18.2,,,1.03,USP000H05X,US,US,US,Reviewed,{},,,"14.099,92.902",2009
785,8/10/2009,20:07:09,34.743,138.264,Earthquake,40.4,6.0,163.0,6.2,MWR,,,30.6,,,0.94,USP000H05Y,US,US,NIED,Reviewed,{},,,"34.743,138.264",2009
786,8/11/2009,21:43:48,24.323,94.79299999999999,Earthquake,99.0,,177.0,5.5,MWB,,,29.6,,,0.8,USP000H07G,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Yarzathingyan Road', 'short_name': 'Yarzathingyan Rd', 'types': ['route']}, {'long_name': 'Paungbyin', 'short_name': 'Paungbyin', 'types': ['locality', 'political']}, {'long_name': 'Sagaing Region', 'short_name': 'Sagaing Region', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Myanmar (Burma)', 'short_name': 'MM', 'types': ['country', 'political']}], 'formatted_address': 'Yarzathingyan Rd, Paungbyin, Myanmar (Burma)', 'geometry': {'bounds': {'northeast': {'lat': 24.2723131, 'lng': 94.81862070000001}, 'southwest': {'lat': 24.2710775, 'lng': 94.8154777}}, 'location': {'lat': 24.2717095, 'lng': 94.8170423}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 24.2730442802915, 'lng': 94.81862070000001}, 'southwest': {'lat': 24.2703463197085, 'lng': 94.8154777}}}, 'place_id': 'ChIJB1EjPg_uSTcRu73A5OdUgUw', 'types': ['route']}",Paungbyin,Myanmar (Burma),"24.323,94.793",2009
787,8/12/2009,14:50:14,-57.66,-25.25,Earthquake,28.0,,117.0,5.5,MWB,,,42.8,,,0.81,USP000H08M,US,US,US,Reviewed,{},,,"-57.66,-25.25",2009
788,8/12/2009,18:00:53,-27.893,-66.672,Earthquake,173.5,,247.0,5.5,MWC,,,35.9,,,0.95,USP000H08R,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Ruta Provincial 46', 'short_name': 'RP46', 'types': ['route']}, {'long_name': 'Belén', 'short_name': 'Belén', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Catamarca', 'short_name': 'Catamarca', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Argentina', 'short_name': 'AR', 'types': ['country', 'political']}], 'formatted_address': 'RP46, Catamarca, Argentina', 'geometry': {'bounds': {'northeast': {'lat': -27.7163161, 'lng': -66.6905194}, 'southwest': {'lat': -27.771707, 'lng': -66.7645242}}, 'location': {'lat': -27.7443505, 'lng': -66.7285318}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -27.7163161, 'lng': -66.6905194}, 'southwest': {'lat': -27.771707, 'lng': -66.7645242}}}, 'place_id': 'ChIJe3R-kJHdIJQRMK-7M5r34P8', 'types': ['route']}",Belén,Argentina,"-27.893,-66.672",2009
789,8/12/2009,20:04:25,6.04,126.376,Earthquake,95.7,,157.0,5.7,MWB,,,35.3,,,0.95,USP000H08U,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Philippines', 'short_name': 'PH', 'types': ['country', 'political']}], 'formatted_address': 'Philippines', 'geometry': {'bounds': {'northeast': {'lat': 21.2412572, 'lng': 127.6444784}, 'southwest': {'lat': 4.2259, 'lng': 116.1474999}}, 'location': {'lat': 12.879721, 'lng': 121.774017}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 19.7610407, 'lng': 130.6600275}, 'southwest': {'lat': 3.6346296, 'lng': 114.583481}}}, 'place_id': 'ChIJY96HXyFTQDIRV9opeu-QR3g', 'types': ['country', 'political']}",,Philippines,"6.04,126.376",2009
790,8/12/2009,22:48:51,32.821,140.395,Earthquake,53.0,,336.0,6.6,MWC,,,14.1,,,0.78,USP000H093,US,US,US,Reviewed,{},,,"32.821,140.395",2009
791,8/13/2009,3:46:53,-26.76,-114.26100000000001,Earthquake,10.0,,208.0,5.5,MWC,,,43.8,,,0.8,USP000H09F,US,US,GCMT,Reviewed,{},,,"-26.76,-114.261",2009
792,8/13/2009,9:21:36,14.052,92.821,Earthquake,35.0,,197.0,5.9,MWC,,,27.9,,,0.91,USP000H09T,US,US,GCMT,Reviewed,{},,,"14.052,92.821",2009
793,8/13/2009,9:37:35,7.9479999999999995,-85.633,Earthquake,10.0,,261.0,5.8,MWC,,,64.1,,,0.92,USP000H09U,US,US,GCMT,Reviewed,{},,,"7.948,-85.633",2009
794,8/13/2009,11:17:01,-21.662,-174.565,Earthquake,10.0,,169.0,5.6,MWC,,,45.3,,,0.98,USP000H09W,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Tonga', 'short_name': 'TO', 'types': ['country', 'political']}], 'formatted_address': 'Tonga', 'geometry': {'bounds': {'northeast': {'lat': -15.4060236, 'lng': -173.2543946}, 'southwest': {'lat': -21.8360059, 'lng': -175.9570313}}, 'location': {'lat': -21.178986, 'lng': -175.198242}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -15.4060236, 'lng': -173.2543946}, 'southwest': {'lat': -21.8360059, 'lng': -175.9570313}}}, 'place_id': 'ChIJHdCfu0S2k3ERqeJexcrMbfM', 'types': ['country', 'political']}",,Tonga,"-21.662,-174.565",2009
795,8/14/2009,8:19:58,-13.912,166.68200000000002,Earthquake,27.0,,129.0,5.8,MWC,,,28.7,,,1.11,USP000H0BQ,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Vanuatu', 'short_name': 'VU', 'types': ['country', 'political']}], 'formatted_address': 'Vanuatu', 'geometry': {'bounds': {'northeast': {'lat': -12.8064449, 'lng': 170.5023193}, 'southwest': {'lat': -20.5350773, 'lng': 166.0583495}}, 'location': {'lat': -15.376706, 'lng': 166.959158}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -12.8064449, 'lng': 170.5023193}, 'southwest': {'lat': -20.5350773, 'lng': 166.0583495}}}, 'place_id': 'ChIJE2CSyF5giW4RaibQvs85gzQ', 'types': ['country', 'political']}",,Vanuatu,"-13.912,166.682",2009
796,8/15/2009,13:22:43,18.183,-100.366,Earthquake,56.9,,285.0,5.5,MWC,,,71.7,,,1.07,USP000H0DS,US,US,GCMT,Reviewed,{},,,"18.183,-100.366",2009
797,8/15/2009,23:30:19,-19.826,-178.239,Earthquake,608.4,,259.0,5.6,MWB,,,32.3,,,0.89,USP000H0EG,US,US,US,Reviewed,{},,,"-19.826,-178.239",2009
798,8/16/2009,7:38:22,-1.479,99.49,Earthquake,20.0,,369.0,6.7,MWC,,,14.9,,,1.07,USP000H0EW,US,US,GCMT,Reviewed,{},,,"-1.479,99.49",2009
799,8/16/2009,12:49:00,-1.4480000000000002,99.43299999999999,Earthquake,21.0,,313.0,5.8,MWC,,,14.9,,,0.9,USP000H0FN,US,US,GCMT,Reviewed,{},,,"-1.448,99.433",2009
